racket_name,manufacturer,head_size_in,head_size_cm,length_in,length_cm,weight_oz,weight_g,balance_in,balance_cm,balance_pts,swingweight,stiffness,beam_width_1,beam_width_2,beam_width_3,composition,power_level,stroke_style,swing_speed,grip_type,string_mains,string_crosses,stringing_instructions,racquet_colors,string_tension
"Babolat Drive 25"" Junior Racquet 2025",,100,645,25,63.5,8.1,230,,,,,,,,,Graphite Composite,,,,,16,17,17 Crosses,Blue,
"Babolat Drive 23"" Junior Racquet 2025",,98,630,23,58.42,7.6,215,,,,,,,,,Graphite Composite,,,,,16,17,17 Crosses,Blue,
"Babolat Ballfighter 17"" Junior Racquet",,62,400,17,42.18,,,,,,,,,,,Aluminum,,,,,,,,,
"Babolat Pure Drive 25"" Junior Racquet 2025",,98,632.26,25,63.50,8.5,240,,,,,,,,,Graphite,,,,,16,17,17 Crosses,Blue,
"Babolat Aero 25"" Junior Racquet",,100,645.16,25,63.50,7.9,225 g,,,,,,,,,Graphite Composite,,,,,16,17,17 Crosses,Yellow/Black,
"Babolat Nadal 26"" Junior Racquet 2023",,108,696.77,26,66.04,8.6,245 g,,,,,,,,,Aluminum,,,,,16,19,19 Crosses,,
"Babolat B Fly 25"" 2023 Junior Racquet",,106,683.87,25,63.50,7.8,220 g,,,,,,,,,Aluminum,,,,,16,19,19 Crosses,,
"Babolat Pure Drive 26"" Junior Racquet",,100,645.16,26,66.04,8.8,250 g,,,,,,,,,Graphite,,,,,16,19,19 Crosses,Blue,
"Babolat Pure Drive 25"" Junior Light Blue Racquet",,98,632.26,25,63.50,8.5,240 g,,,,,,,,,Graphite,,,,,16,17,17 Crosses,Light Blue,
"Babolat Pure Drive 26"" Junior Racquet 2025",,100,645.16,26,66.04,8.8,250,,,,,,,,,Graphite,,,,,16,19,19 Crosses,Blue,
"Babolat B Fly 19"" 2023 Junior Racquet",,81,522.58,19,48.26,,,,,,,,,,,Aluminium,,,,,,,,,
"Babolat Nadal 21"" Junior Racquet 2023",,85,548.38,21,53.34,,,,,,,,,,,Aluminium,,,,,,,,,
"Babolat B Fly 23"" 2023 Junior Racquet",,96,619.35,23,58.42,,,,,,,,,,,Aluminum,,,,,,,,,
"Babolat Aero 26"" Junior Racquet",,100,645.16,26,66.04,8.5,240 g,,,,,,,,,Graphite Composite,,,,,16,17,17 Crosses,Yellow/Black,
"Babolat Pure Aero 25"" 2023 Junior Racquet",,100,645.16,25,63.50,8.5,240 g,,,,,,,,,Graphite,,,,,16,19,19 Crosses,Yellow/Black,
"Babolat Nadal 23"" Junior Racquet 2023",,98,632.26,23,58.42,,,,,,,,,,,Aluminium,,,,,,,,,
"Babolat Nadal 25"" Junior Racquet 2023",,108,696.77,25,63.50,8.5,240g,,,,,,,,,Aluminium,,,,,16,17,17 Crosses,,
"Babolat B Fly 21"" 2023 Junior Racquet",,95,612.90,21,53.34,,,,,,,,,,,Aluminium,,,,,,,,,
Babolat Pure Aero Rafa Origin Racquet,,100  2,645.16  2,27,68.58,11.9,337,13.38,33.99,1,371,70,23,26,23,Graphite,Low-Medium,Medium-Full,Medium-Fast,Babolat Syntec Pro,16,19,"19 Crosses Mains skip: 8T,8H Two Pieces No Shared Holes",Pink/Yellow/Black,50-59 pounds
Babolat EVO Strike Racquet,,102,658.06,27,68.58,10.7,303,13,33.02,4,309,66,23,24.5,23,Graphite,Low-Medium,Medium-Full,Medium-Fast,Babolat Synthetic,16,19,"19 Crosses Mains skip: 8T,7H,9H Two Pieces No Shared Holes",White/Coral,50-55 pounds
Babolat Pure Drive 107 2025 Racquet,,107,690.32,27.2,69.09,10.6,301,12.99,32.99,5,307,69,23,26,23,Graphite,Medium,Medium,Medium,Babolat Syntec Pro,16,19,"19 Crosses Mains skip: 7T,9T,7H,9H Two Pieces No Shared Holes",Blue,44-53 pounds
Babolat EVO Drive Lite Racquet,,104,670.97,27,68.58,9.5,269,13,33.02,4,298,67,23,26,23,Graphite,Low-Medium,Medium-Full,Medium-Fast,Babolat Syntec Evo,16,17,"17 Crosses Mains skip: 7T,9T,7H,9H Two Pieces No Shared Holes",Blue,50-55 pounds
Babolat EVO Aero Pink Racquet,,102,658.06,27,68.58,10.2,289,12.99,32.99,4,301,60,23,26,23,Graphite,Low-Medium,Medium-Full,Medium-Fast,Babolat Syntec EVO,16,18,"18 Crosses Mains skip: 7T,9T,7H,9H One Piece No Shared Holes",White/Grey,50-55 pounds
Babolat Pure Drive 110 Racquet,,110,709.68,27.6,70.1,9.5,269,13.37,33.96,3,298,70,24,26.5,23.5,Graphite,Medium-High,Compact-Medium,Slow-Moderate,Babolat Syntec Lite,16,19,"19 Crosses Mains skip: 7T,9T,8H Two Pieces No Shared Holes",Blue,50-59 pounds
Babolat EVO Aero Lite Pink Racquet,,102,658.06,27,68.58,9.7,275,12.99,32.99,4,294,60,23,26,23,Graphite,Low-Medium,Medium-Full,Medium-Fast,Babolat Syntec EVO,16,18,"18 Crosses Mains skip: 7T,9T,7H,9H One Piece No Shared Holes",White/Pink/Grey,50-55 pounds
Babolat Pure Aero Rafa Racquet 2023,,100,645.16,27,68.58,10.7,303,13.38,33.99,1,323,69,23,26,23,Graphite,Low-Medium,Medium-Full,Medium-Fast,Babolat Syntec Pro,16,19,"19 Crosses Mains skip: 7T,9T,7H,9H Two Pieces No Shared Holes",Pink/Yellow/Black,50-59 pounds
Babolat Pure Drive Team 2025 Racquet,,100,645.16,27,68.58,10.6,301,12.85,32.64,5,308,69,23,26,23,Graphite,Low-Medium,Medium-Full,Medium-Fast,Babolat Syntec Pro,16,19,"19 Crosses Mains skip: 7T,9T,7H,9H Two Pieces No Shared Holes",Blue,44-53 pounds
Babolat Pure Drive 98 Racquet,,98,632.26,27,68.58,11.4,323,13.12,33.32,3,322,67,21,23,21,Graphite,Low-Medium,Medium-Full,Medium-Fast,Babolat Syntec Pro,16,19,"19 Crosses Mains skip: 7T,9T,7H,9H Two Pieces No Shared Holes",Blue,50-59 pounds
Babolat Pure Strike 98 16x19 Racquet 2024,,98,632.26,27,68.58,11.4,323,13,33.02,4,330,64,21,23,21,Graphite,Low-Medium,Medium-Full,Medium-Fast,Babolat Syntec Team,16,19,"19 Crosses Mains skip: 8T,8H One Piece No Shared Holes",White/Coral,48-57 pounds
Babolat Pure Drive 98 2-Pack 2025 Racquet,,98,632.26,27,68.58,11.4,323,13.18,33.48,3,323,69,21,23,21,Graphite,Low-Medium,Medium-Full,Medium-Fast,Babolat Syntec Pro,16,20,"20 Crosses Mains skip: 7T,9T,7H,9H Two Pieces No Shared Holes",Blue,46-55 pounds
Babolat EVO Aero Racquet,,102,658.06,27,68.58,10.2,289,12.99,32.99,4,301,60,23,26,23,Graphite,Low-Medium,Medium-Full,Medium-Fast,Babolat Syntec EVO,16,18,"18 Crosses Mains skip: 7T,9T,7H,9H One Piece No Shared Holes",White/Grey,50-55 pounds
Babolat Pure Drive Racquet,,100,645.16,27,68.58,11.2,318,12.99,32.99,4,320,71,23,26,23,Graphite,Low-Medium,Medium-Full,Medium-Fast,Babolat Syntec Pro,16,19,"19 Crosses Mains skip: 7T,9T,7H,9H Two Pieces No Shared Holes",Blue,50-59 pounds
Babolat Pure Drive Plus Racquet,,100,645.16,27.5,69.85,11.2,318,12.99,32.99,6,324,69,23,26,23,Graphite,Low-Medium,Medium-Full,Medium-Fast,Babolat Syntec Pro,16,19,"19 Crosses Mains skip: 7T,9T,7H,9H Two Pieces No Shared Holes",Blue,50-59 pounds
Babolat Pure Aero 98 2023 Racquet,,98,632.26,27,68.58,11.4,323,12.79,32.49,6,321,66,21,23,22,Graphite,Low-Medium,Medium-Full,Medium-Fast,Syntec Pro,16,20,"20 Crosses Mains skip: 7T,9T,7H,9H Two Pieces No Shared Holes",Black/Yellow,50-59 pounds
Babolat Pure Aero 98 2-Pack 2023 Racquets,,98,632.26,27,68.58,11.4,323,12.79,32.49,6,321,66,21,23,22,Graphite,Low-Medium,Medium-Full,Medium-Fast,Syntec Pro,16,20,"20 Crosses Mains skip: 7T,9T,7H,9H Two Pieces No Shared Holes",Black/Yellow,50-59 pounds
"Babolat Pure Drive 26"" Junior Light Blue Racquet",,100,645.16,26,66.04,8.8,250,,,,,,,,,Graphite,,,,,16,19,19 Crosses,Light Blue,
Babolat Pure Aero Plus 2023 Racquet,,100,645.16,27.5,69.85,11.3,320,12.99,32.99,6,334,65,23,26,23,Graphite,Low-Medium,Medium-Full,Medium-Fast,Babolat Syntec Pro,16,19,"19 Crosses Mains skip: 8T,8H Two Pieces No Shared Holes",Yellow/Black,50-59 pounds
Babolat Boost Rafa Racquet 2023,,102,658.06,27,68.58,9.8,278,13.75,34.93,2 pts HH,308,68,23,26,23,Graphite,Low-Medium,Medium-Full,Medium-Fast,Syntec Uptake,16,19,"19 Crosses Mains skip: 8T,8H One Piece No Shared Holes",Pink/Yellow/Black,50-55 pounds
Babolat Pure Strike 97 2-Pack Racquet 2024,,97,625.81,27,68.58,11.7,332,12.59,31.98,7,321,63,21,22,21,Graphite,Low-Medium,Medium-Full,Medium-Fast,LEATHER!,16,20,"20 Crosses Mains skip: 7T,9T,7H,9H One Piece No Shared Holes",White,48-57 pounds
Babolat Pure Aero Lite 2023 Racquet,,100,645.16,27,68.58,10,283,13.38,33.99,1,304,65,23,26,23,Graphite,Low-Medium,Medium-Full,Medium-Fast,Babolat Syntec Pro,16,19,"19 Crosses Mains skip: 7T,9T,7H,9H Two Pieces No Shared Holes","Yellow, Grey, White",50-59 pounds
Babolat Pure Drive Lite 2025 Racquet,,100,645.16,27,68.58,10,283,13.4,34.04,1,295,69,23,26,23,Graphite,Low-Medium,Medium-Full,Medium-Fast,Babolat Syntec Pro,16,19,"19 Crosses Mains skip: 7T,9T,7H,9H Two Pieces No Shared Holes",Blue,44-53 pounds
Babolat Pure Drive 30th Anniversary Racquet,,100,645.16,27,68.58,11.2,318,12.99,32.99,4,320,71,23,26,23,Graphite,Low-Medium,Medium-Full,Medium-Fast,Babolat Syntec Pro,16,19,"19 Crosses Mains skip: 7T,9T,7H,9H Two Pieces No Shared Holes",Blue,50-59 pounds
Babolat Pure Aero Team 2023 Racquet,,100,645.16,27,68.58,10.6,301,12.85,32.64,5,302,67,23,26,23,Graphite,Low-Medium,Medium-Full,Medium-Fast,Babolat Syntec Pro,16,19,"19 Crosses Mains skip: 7T,9T,7H,9H Two Pieces No Shared Holes",Yellow/Black,50-59 pounds
Babolat Boost Strike Racquet,,102,658.06,27,68.58,10.6,301,13.38,33.99,1,313,68,23,26,23,Graphite,Low-Medium,Medium-Full,Medium-Fast,Babolat Uptake,16,19,"19 Crosses Mains skip: 8T,8H One Piece No Shared Holes",Black/Red,50-55 pounds
Babolat Pure Strike 100 Racquet 2024,,100,645.16,27,68.58,11.2,318,12.99,32.99,4,324,63,21,23,21,Graphite,Low-Medium,Medium-Full,Medium-Fast,Babolat Syntec Team,16,19,"19 Crosses Mains skip: 7T,9T,7H,9H One Piece No Shared Holes",White/Coral,48-57 pounds
"Babolat Nadal 19"" Junior Racquet 2023",,82,529.03,19,48.26,,,,,,,,,,,Aluminium,,,,,,,,,
Babolat Pure Strike Team 3rd Gen Racquet,,100,645.16,27,68.58,10.7,303,13.38,33.99,1,309,69,21,23,21,Graphite,Low-Medium,Medium-Full,Medium-Fast,Babolat Syntec Team,16,19,"19 Crosses Mains skip: 7T,9T,7H,9H One Piece No Shared Holes",White/Coral,50-59 pounds
Babolat Boost Aero Racquet,,102,658.06,27,68.58,9.7,275,13.7,34.8,2 pts HH,309,65,23,26,23,Graphite,Low-Medium,Medium-Full,Medium-Fast,Babolat Uptake,16,19,"19 Crosses Mains skip: 8T,8H One Piece No Shared Holes",Black/Yellow,50-55 pounds
Babolat Pure Strike 100 16x20 Racquet 2024,,100,645.16,27,68.58,11.4,323,12.59,31.98,7,320,61,21,23,21,Graphite,Low-Medium,Medium-Full,Medium-Fast,Babolat Syntec,16,20,"20 Crosses Mains skip: 7T,9T,7H,9H One Piece No Shared Holes",White/Coral,48-57 pounds
"Babolat Pure Strike 26"" Junior Racquet 2024 3 7/8"" (#00",,100,645.16,26,66,8.8,250 g,,,,,,,,,Graphite,,,,,16,19,19 Crosses,White/Red,
Babolat Pure Drive 98 2025 Racquet,,98,632.26,27,68.58,11.4,323,13.18,33.48,3,326,69,21,23,21,Graphite,Low-Medium,Medium-Full,Medium-Fast,Babolat Syntec Pro,16,20,"20 Crosses Mains skip: 7T,9T,7H,9H Two Pieces No Shared Holes",Blue,46-55 pounds
Babolat Pure Strike 97 Racquet,,97,625.81,27,68.58,11.7,332,12.59,31.98,7,321,63,21,22,21,Graphite,Low-Medium,Medium-Full,Medium-Fast,LEATHER!,16,20,"20 Crosses Mains skip: 7T,9T,7H,9H One Piece No Shared Holes",White,48-57 pounds
Babolat Pure Drive 107 Racquet,,107,690.32,27.2,69.09,10.6,301,12.99,32.99,5,309,69,23,26,23,Graphite,Medium,Medium,Medium,Babolat Syntec Pro,16,19,"19 Crosses Mains skip: 7T,9T,7H,9H Two Pieces No Shared Holes",Blue,50-59 pounds
Babolat Pure Strike 98 18x20 Racquet 2024,,98,632.26,27,68.58,11.4,323,13,33.02,4,332,63,21,23,21,Graphite,Low,Full,Fast,Babolat Syntec Team,18,20,"20 Crosses Mains skip: 8T,10T,8H,10H One Piece No Shared Holes",White/Coral,48-57 pounds
Babolat Pure Drive Plus 2025 Racquet,,100,645.16,27.5,69.85,11.2,318,13,33.02,6,325,69,23,26,23,Graphite,Low-Medium,Medium-Full,Medium-Fast,Babolat Syntec Pro,16,19,"19 Crosses Mains skip: 7T,9T,7H,9H Two Pieces No Shared Holes",Blue,46-55 pounds
Babolat Pure Aero 2023 Racquet,,100,645.16,27,68.58,11.2,318,12.99,32.99,4,318,66,23,26,23,Graphite,Low-Medium,Medium-Full,Medium-Fast,Babolat Syntec Pro,16,19,"19 Crosses Mains skip: 8T,8H Two Pieces No Shared Holes",Yellow/Black,50-59 pounds
Babolat Pure Strike Team Racquet 2024,,100,645.16,27,68.58,10.7,303,13.38,33.99,1,307,64,21,23,21,Graphite,Low-Medium,Medium-Full,Medium-Fast,Babolat Syntec Team,16,19,"19 Crosses Mains skip: 7T,9T,7H,9H One Piece No Shared Holes",White/Coral,48-57 pounds
Babolat EVO Aero Lite Racquet,,102,658.06,27,68.58,9.7,275,12.99,32.99,4,294,60,23,26,23,Graphite,Low-Medium,Medium-Full,Medium-Fast,Babolat Syntec EVO,16,18,"18 Crosses Mains skip: 7T,9T,7H,9H One Piece No Shared Holes",White/Yellow/Grey,50-55 pounds
Babolat Boost Aero Pink Racquet,,102,658.06,27,68.58,9.7,275,13.7,34.8,2 pts HH,309,65,23,26,23,Graphite,Low-Medium,Medium-Full,Medium-Fast,Babolat Uptake,16,19,"19 Crosses Mains skip: 8T,8H One Piece No Shared Holes",Black/Pink,50-55 pounds
Babolat Pure Drive Team Wimbledon Racquet,,100,645.16,27,68.58,10.6,301,12.85,32.64,5,313,69,23,26,23,Graphite,Low-Medium,Medium-Full,Medium-Fast,Leather,16,19,"19 Crosses Mains skip: 7T,9T,7H,9H Two Pieces No Shared Holes",Wimbledon Cosmetic!,50-59 pounds
Babolat Pure Drive 2025 Racquet,,100,645.16,27,68.58,11.2,318,12.99,32.99,4,317,69,23,26,23,Graphite,Low-Medium,Medium-Full,Medium-Fast,Babolat Syntec Pro,16,19,"19 Crosses Mains skip: 7T,9T,7H,9H Two Pieces No Shared Holes",Blue,46-55 pounds
Babolat Pure Drive Team Racquet,,100,645.16,27,68.58,10.6,301,12.85,32.64,5,313,69,23,26,23,Graphite,Low-Medium,Medium-Full,Medium-Fast,Babolat Syntec Pro,16,19,"19 Crosses Mains skip: 7T,9T,7H,9H Two Pieces No Shared Holes",Blue,50-59 pounds
Babolat Pure Drive Lite Racquet,,100,645.16,27,68.58,10,283,13.4,34.04,1,299,69,23,26,23,Graphite,Low-Medium,Medium-Full,Medium-Fast,Babolat Syntec Pro,16,19,"19 Crosses Mains skip: 7T,9T,7H,9H Two Pieces No Shared Holes",Blue,50-59 pounds
"Wilson US Open 19"" Junior Racquet",,82,529.03,19,48.26,,,,,,,,,,,Aluminium,,,,,,,,Silver/Green,
Wilson Shift 99 Roland Garros Session Soiree Racquet,,99,638.71,27,68.58,11.2,318,12.75,32.39,6,317,67,23.5,23.5,23.5,Graphite,Low-Medium,Medium-Full,Medium-Fast,Wilson Pro Performance,16,20,"20 Crosses Mains skip: 7T,9T,7H,9H One Piece No Shared Holes",French Open Cosmetic!,48-58 pounds
Wilson Clash 100 Pro v3 Racquet,,100,645.16,27,68.58,11.4,323,12.59,31.98,7,327,57,24.5,24.5,24.5,Graphite,Low-Medium,Medium-Full,Medium-Fast,Wilson Pro Performance,16,20,"20 Crosses Mains skip: 7T,9T,7H,9H Two Pieces No Shared Holes",Black/Red,50-60 pounds
Wilson Pro Staff 97L v14 Racquet,,97,625.81,27,68.58,10.8,306,13.12,33.32,3,313,68,23.5,23.5,23.5,Graphite,Low-Medium,Medium-Full,Medium-Fast,Wilson Pro Performance,16,19,"19 Crosses Mains skip: 7T,9T,7H,9H Two Pieces No Shared Holes",Rust,50-60 pounds
Wilson Ultra 100UL v4 Racquet,,100,645.16,27,68.58,9.7,275,13.38,33.99,1,286,68,24,26.5,24.2,Carbon Fiber Graphite,Low-Medium,Medium-Full,Medium-Fast,Wilson Pro Performance,16,19,"19 Crosses Mains skip: 8T, 8H Two Pieces No Shared Holes",Blue/Purple,47-57 pounds
Wilson Clash 100UL v2 Racquet,,100,645.16,27,68.58,9.9,281,13.38,33.99,1,300,63,24.5,24.5,24.5,Graphite,Low-Medium,Medium-Full,Medium-Fast,Wilson Pro Performance,16,19,"19 Crosses Mains skip: 7T,9T,7H,9H Two Pieces No Shared Holes",Red,50-60 pounds
Wilson Clash 100L v2 Racquet,,100,645.16,27,68.58,10.4,295,12.79,32.49,6,303,55,24.5,24.5,24.5,Graphite,Low-Medium,Medium-Full,Medium-Fast,Wilson Pro Performance,16,19,"19 Crosses Mains skip: 7T,9T,7H,9H Two Pieces No Shared Holes",Red,50-60 pounds
Wilson Burn 100ULS v5 Racquet,,100,645.16,27,68.58,9.7,275,13.37,33.96,1,301,67,23.5,25,23.5,Carbon Fiber Graphite,Low-Medium,Medium-Full,Medium-Fast,Wilson Pro Performance,18,16,"16 Crosses Mains skip: 9T,8H,10H Two Pieces Shared: 7T,8T",Orange,50-60 pounds
Wilson Blade 100 v9 Racquet,,100,645.16,27,68.58,11.2,318,13,33.02,4,322,60,22,22,22,Graphite,Low-Medium,Medium-Full,Medium-Fast,Wilson Pro Performance,16,19,"19 Crosses Mains skip: 8T,8H One Piece No Shared Holes",Green,50-60 pounds
Wilson Blade Pro 98 16x19 v9 Racquet,,98,632.26,27,68.58,11.4,323,13.18,33.48,3,337,61,21.5,21.5,21.5,Graphite,Low,Full,Fast,Wilson Pro Performance,16,19,"19 Crosses Mains skip: 7T,9T,7H,9H One Piece No Shared Holes",Green,50-60 pounds
Wilson Clash 100 Pro v2 Racquet,,100,645.16,27,68.58,11.5,326,12.4,31.5,9,325,59,24.5,24.5,24.5,Graphite,Low-Medium,Medium-Full,Medium-Fast,Wilson Pro Performance,16,20,"20 Crosses Mains skip: 7T,9T,7H,9H Two Pieces No Shared Holes",Red,50-60 pounds
Wilson Burn 100S v5 Racquet,,100,645.16,27,68.58,11.3,320,13.35,33.91,1,325,73,23.5,25,23.5,Carbon Fiber Graphite,Low-Medium,Medium-Full,Medium-Fast,Wilson Pro Performance,18,16,"16 Crosses Mains skip: 9T,8H,10H Two Pieces Shared: 7T,8T",Orange,50-60 pounds
Wilson Burn 100LS v5 Racquet,,100,645.16,27,68.58,10.5,298,13.12,33.32,3,313,72,23.5,25,23.5,Carbon Fiber Graphite,Low-Medium,Medium-Full,Medium-Fast,Wilson Pro Performance,18,16,"16 Crosses Mains skip: 9T,8H,10H Two Pieces Shared: 7T,8T",Orange,50-60 pounds
"Wilson Blade 25"" v9 Junior Racquet",,100,645.16,25,63.5,8.64,245 g,,,,,,,,,Graphite,,,,,16,19,19 Crosses,Green,
Wilson Clash 100 v2 Racquet,,100,645.16,27,68.58,11,312,12.59,31.98,7,313,57,24.5,24.5,24.5,Graphite,Low-Medium,Medium-Full,Medium-Fast,Wilson Pro Performance,16,19,"19 Crosses Mains skip: 7T,9T,7H,9H Two Pieces No Shared Holes",Red,50-60 pounds
Wilson Clash 108 v3 Racquet,,108,696.77,27.25,69.22,10.4,295,13.5,34.29,1,312,58,24.5,24.5,24.5,Graphite,Medium,Medium,Medium,Wilson Pro Performance,16,19,"19 Crosses Mains skip: 7T,9T,7H,9H Two Pieces No Shared Holes",Black/Red,50-60 pounds
Wilson Ultra 100L v4 Racquet,,100,645.16,27,68.58,10.4,295,13,33.02,4,299,64,24,26.5,24.2,Carbon Fiber Graphite,Low-Medium,Medium-Full,Medium-Fast,Wilson Pro Performance,16,19,"19 Crosses Mains skip: 8T, 8H Two Pieces No Shared Holes",Blue/Purple,50-60 pounds
Wilson Shift 99 Racquet,,99,638.71,27,68.58,11.2,318,12.75,32.39,6,317,67,23.5,23.5,23.5,Graphite,Low-Medium,Medium-Full,Medium-Fast,Wilson Pro Performance,16,20,"20 Crosses Mains skip: 7T,9T,7H,9H One Piece No Shared Holes",White,48-58 pounds
Wilson Blade 98 16x19 v9 Roland Garros Racquet,,98,632.26,27,68.58,11.4,323,13,33.02,4,324,62,21,21,21,Basalt/Braided Graphite,Low-Medium,Medium-Full,Medium-Fast,Wilson Pro Performance,16,19,"19 Crosses Mains skip: 8T,8H One Piece No Shared Holes",French Open Cosmetic!,50-60 pounds
Wilson Pro Staff Six.One 100 v14 Racquet,,100,645.16,27,68.58,11.4,323,12.79,32.49,6,326,65,22.5,22.5,22.5,Braided Graphite,Low-Medium,Medium-Full,Medium-Fast,Wilson Pro Performance,16,19,"19 Crosses Mains skip: 8T,7H,9H Two Pieces No Shared Holes",Rust,50-60 pounds
"Wilson US Open 25"" Junior Racquet",,106,683.87,25,63.50,7.8,220 g,,,,,,,,,Aluminum,,,,,16,19,19 Crosses,Blue/Yellow/Gray,
Wilson Pro Staff Six.One 95 v14 Racquet,,95,612.9,27,68.58,12.3,349,12.4,31.5,9,325,64,21.5,21.5,21.5,Graphite,Low,Full,Fast,Wilson Pro Performance,18,20,20 Crosses Mains skip: 8T 10T 8H 10H Two Pieces No Shared Holes,Rust,50-60 pounds
Wilson Clash 100 v3 Racquet,,100,645.16,27,68.58,11,312,12.59,31.98,7,308,54,24.5,24.5,24.5,Graphite,Low-Medium,Medium-Full,Medium-Fast,Wilson Pro Performance,16,19,"19 Crosses Mains skip: 7T,9T,7H,9H Two Pieces No Shared Holes",Black/Red,50-60 pounds
Wilson Hyper Hammer 5.3 Stretch OS Racquet,,110,709.68,27.5,69.85,9,255,14.8,37.59,8 pts HH,301,70,28,25,25,15% Hyper Carbon / 85% Graphite,Medium,Medium,Medium,Cushion Aire Conform Grip,16,20,"20 Crosses Mains skip: 7T,9T,7H,9H One Piece No Shared Holes",Black & White w/ Gold highlights,55-65 pounds
"Wilson Blade 26"" v9 Junior Racquet",,100,645.16,26,66.04,8.9,252 g,,,,,,,,,Graphite,,,,,16,19,19 Crosses,Green,
Wilson Blade 100UL v9 Racquet,,100,645.16,27,68.58,10,283,13.38,33.99,1,304,65,22,22,22,Graphite,Low-Medium,Medium-Full,Medium-Fast,Wilson Pro Performance,16,19,"19 Crosses Mains skip: 8T,8H One Piece No Shared Holes",Green,50-60 pounds
Wilson Ultra 100 v4 Racquet,,100,645.16,27,68.58,11.2,318,13,33.02,4,317,70,24,26.5,25,Carbon Fiber Graphite,Low-Medium,Medium-Full,Medium-Fast,Wilson Pro Performance,16,19,"19 Crosses Mains skip: 8T, 8H Two Pieces No Shared Holes",Blue,50-60 pounds
Wilson Clash 100 v3 Roland Garros Racquet,,100,645.16,27,68.58,11,312,12.59,31.98,7,311,54,24.5,24.5,24.5,Graphite,Low-Medium,Medium-Full,Medium-Fast,Wilson Pro Performance,16,19,"19 Crosses Mains skip: 7T,9T,7H,9H Two Pieces No Shared Holes",French Open Cosmetic!,50-60 pounds
Wilson Ultra Pro 18x20 v4 Racquet,,97,625.81,27,68.58,11.4,323,12.76,32.41,6,319,62,20.6,20.6,20.6,Graphite,Low,Full,Fast,Wilson Pro Performance,18,20,"20 Crosses Mains skip: 9T,8H,10H One Piece No Shared Holes",Blue,50-60 pounds
Wilson Burn 100 v5 Racquet,,100,645.16,27,68.58,11.2,318,13,33.02,4,320,72,23.5,25,23.5,Carbon Fiber Graphite,Low-Medium,Medium-Full,Medium-Fast,Wilson Pro Performance,16,19,"19 Crosses Mains skip: 7T,9T,7H,9H Two Pieces Shared: 10T",Orange,50-60 pounds
Wilson Pro Staff 97 v14 Racquet,,97,625.81,27,68.58,11.7,332,12.6,32,7,325,66,21.5,21.5,21.5,Aramid/Graphite,Low,Full,Fast,Wilson Pro Performance,16,19,"19 Crosses Mains skip: 7T,9T,7H,9H Two Pieces No Shared Holes",Rust,50-60 pounds
Wilson Clash 100 Racquet,,100,645.16,27,68.58,11,312,12.59,31.98,7,312,55,24.5,24.5,24.5,Graphite,Low-Medium,Medium-Full,Medium-Fast,Wilson Pro Performance,16,19,"19 Crosses Mains skip: 7T,9T,7H,9H Two Pieces No Shared Holes",Black/Gray/Red,48-58 pounds
Wilson Triad Five Racquet,,103,664.51,27.25,69.22,10,283,14.37,36.5,6 pts HH,324,N/A (very low),26,26,26,Graphite,Medium,Medium,Medium,Wilson Synthetic,16,20,"20 Crosses Mains skip: 7T,9T,7H,9H One Piece No Shared Holes",Red,50-60 pounds
Wilson Blade 98 18x20 v9 Racquet,,98,632.26,27,68.58,11.4,323,13,33.02,4,330,60,21,21,21,Basalt/Braided Graphite,Low,Full,Fast,Wilson Pro Performance,18,20,"20 Crosses Mains skip: 8T,10T,8H,10H Two Pieces No Shared Holes",Green,50-60 pounds
Wilson Clash 25 v2 Junior Racquet,,100,645.16,25,63.50,8.4,240 g,,,,,,,,,Graphite,,,,,16,19,19 Crosses,Black/Red,
Wilson Pro Staff 97UL v14 Racquet,,97,625.81,27,68.58,10,283,13,33.02,4,301,67,23.5,23.5,23.5,Graphite,Low-Medium,Medium-Full,Medium-Fast,Wilson Pro Performance,16,19,"19 Crosses Mains skip: 7T,9T,7H,9H Two Pieces No Shared Holes",Rust,50-60 pounds
Wilson Blade 100L v9 Racquet,,100,645.16,27,68.58,10.6,301,13.28,33.73,2,308,69,22,22,22,Graphite,Low-Medium,Medium-Full,Medium-Fast,Wilson Pro Performance,16,19,"19 Crosses Mains skip: 8T,8H One Piece No Shared Holes",Green,50-60 pounds
Wilson Ultra Pro 16x19 v4 Racquet,,97,625.81,27,68.58,11.4,323,12.76,32.41,6,317,62,20.6,20.6,20.6,Graphite,Low,Full,Fast,Wilson Sublime,16,19,"19 Crosses Mains skip: 8T,8H One Piece No Shared Holes",Blue,50-60 pounds
Wilson Shift 99 Pro Racquet,,99,638.71,27,68.58,11.7,332,12.75,32.39,6,332,68,23.5,23.5,23.5,Graphite,Low-Medium,Medium-Full,Medium-Fast,Wilson Pro Performance,18,20,"20 Crosses Mains skip: 8T,10T,8H,10H One Piece No Shared Holes",White,48-58 pounds
"Wilson US Open 21"" Junior Racquet",,95,593.54,21,53.34,,,,,,,,,,,Aluminium,,,,,,,,Red/Orange,
Wilson Ultra 108 v4 Racquet,,108,696.77,27.25,69.22,10,283,13.5,34.29,1,311,70,26,27.5,25.5,Carbon Fiber Graphite,Medium-High,Compact-Medium,Slow-Moderate,Wilson Pro Performance,16,18,"18 Crosses Mains skip: 7T,9T,7H,9H Two Pieces No Shared Holes",Black/Blue/Silver,50-60 pounds
